"source","vaccine","state_name","year","year_type","vaccine_coverage_estimate","ci_95","sample_size"
"school_vax_view","Varicella","Oregon",2025,"school_year",92.9,NA,37309
"school_vax_view","Varicella","Pennsylvania",2019,"school_year",96.3,NA,140197
"school_vax_view","Varicella","Pennsylvania",2020,"school_year",95.3,NA,129307
"school_vax_view","Varicella","Pennsylvania",2021,"school_year",94.8,NA,139558
"school_vax_view","Varicella","Pennsylvania",2022,"school_year",93.7,NA,137259
"school_vax_view","Varicella","Pennsylvania",2023,"school_year",93.2,NA,137593
"school_vax_view","Varicella","Pennsylvania",2024,"school_year",92.1,NA,140160
"school_vax_view","Varicella","Pennsylvania",2025,"school_year",92.5,NA,134313
"school_vax_view","Varicella","Rhode Island",2019,"school_year",97,NA,11219
"school_vax_view","Varicella","Rhode Island",2020,"school_year",96.7,NA,10402
"school_vax_view","Varicella","Rhode Island",2021,"school_year",97,NA,11002
"school_vax_view","Varicella","Rhode Island",2022,"school_year",96.3,NA,10532
"school_vax_view","Varicella","Rhode Island",2023,"school_year",96.6,NA,10539
"school_vax_view","Varicella","Rhode Island",2024,"school_year",96.1,NA,10088
"school_vax_view","Varicella","Rhode Island",2025,"school_year",96.5,NA,10123
"school_vax_view","Varicella","South Carolina",2019,"school_year",94.5,NA,65938
"school_vax_view","Varicella","South Carolina",2020,"school_year",94.2,NA,56330
"school_vax_view","Varicella","South Carolina",2021,"school_year",92.4,NA,58276
"school_vax_view","Varicella","South Carolina",2022,"school_year",92.8,NA,58878
"school_vax_view","Varicella","South Carolina",2023,"school_year",91.8,NA,58069
"school_vax_view","Varicella","South Carolina",2024,"school_year",90.6,NA,57718
"school_vax_view","Varicella","South Carolina",2025,"school_year",93.2,NA,57542
"school_vax_view","Varicella","South Dakota",2019,"school_year",95.2,NA,12367
"school_vax_view","Varicella","South Dakota",2020,"school_year",94,NA,11512
"school_vax_view","Varicella","South Dakota",2021,"school_year",91.9,NA,12251
"school_vax_view","Varicella","South Dakota",2022,"school_year",92,NA,12081
"school_vax_view","Varicella","South Dakota",2023,"school_year",90.3,NA,11744
"school_vax_view","Varicella","South Dakota",2024,"school_year",89.3,NA,11367
"school_vax_view","Varicella","South Dakota",2025,"school_year",88.8,NA,11009
