source,state_name,school_year,year,exemption_type,exemption_rate,population_size,number_of_exemptions
school_vax_view,Washington,2021-22,2021,any,3.7,87256,3200
school_vax_view,Washington,2021-22,2021,medical,0.5,87256,465
school_vax_view,Washington,2021-22,2021,non_medical,2.5,87256,2215
school_vax_view,Washington,2022-23,2022,any,4.0,86284,3471
school_vax_view,Washington,2022-23,2022,medical,0.4,86284,366
school_vax_view,Washington,2022-23,2022,non_medical,3.2,86284,2757
school_vax_view,Washington,2023-24,2023,any,4.8,84053,4025
school_vax_view,Washington,2023-24,2023,medical,0.4,84053,342
school_vax_view,Washington,2023-24,2023,non_medical,3.9,84053,3276
school_vax_view,Washington,2024-25,2024,any,4.8,76756,3654
school_vax_view,Washington,2024-25,2024,medical,0.4,76756,273
school_vax_view,Washington,2024-25,2024,non_medical,3.9,76756,3006
school_vax_view,West Virginia,2019-20,2019,any,0.1,17114,21
school_vax_view,West Virginia,2019-20,2019,medical,0.1,17114,21
school_vax_view,West Virginia,2019-20,2019,non_medical,,17114,
school_vax_view,West Virginia,2020-21,2020,any,,,
school_vax_view,West Virginia,2020-21,2020,medical,,,
school_vax_view,West Virginia,2021-22,2021,any,0.1,18070,17
school_vax_view,West Virginia,2021-22,2021,medical,0.1,18070,17
school_vax_view,West Virginia,2022-23,2022,any,0.0,19175,7
school_vax_view,West Virginia,2022-23,2022,medical,0.0,19175,7
school_vax_view,West Virginia,2023-24,2023,any,0.1,18261,7
school_vax_view,West Virginia,2023-24,2023,medical,0.1,18261,7
school_vax_view,Wisconsin,2019-20,2019,any,5.7,67391,3861
school_vax_view,Wisconsin,2019-20,2019,medical,0.2,67391,168
school_vax_view,Wisconsin,2019-20,2019,non_medical,5.5,67391,3693
school_vax_view,Wisconsin,2020-21,2020,any,5.2,63486,3294
school_vax_view,Wisconsin,2020-21,2020,medical,0.2,63486,154
school_vax_view,Wisconsin,2020-21,2020,non_medical,4.9,63486,3141
school_vax_view,Wisconsin,2021-22,2021,any,6.3,64275,4071
school_vax_view,Wisconsin,2021-22,2021,medical,0.3,64275,198
school_vax_view,Wisconsin,2021-22,2021,non_medical,6.0,64275,3873
school_vax_view,Wisconsin,2022-23,2022,any,7.2,63593,4583
school_vax_view,Wisconsin,2022-23,2022,medical,0.5,63593,340
school_vax_view,Wisconsin,2022-23,2022,non_medical,6.7,63593,4244
school_vax_view,Wisconsin,2023-24,2023,any,7.7,62028,4788
school_vax_view,Wisconsin,2023-24,2023,medical,0.4,62028,239
school_vax_view,Wisconsin,2023-24,2023,non_medical,6.2,62028,3833
school_vax_view,Wisconsin,2024-25,2024,any,7.6,61120,4641
school_vax_view,Wisconsin,2024-25,2024,medical,0.5,61120,331
school_vax_view,Wisconsin,2024-25,2024,non_medical,6.3,61120,3881
school_vax_view,Wyoming,2019-20,2019,any,3.5,7913,280
school_vax_view,Wyoming,2019-20,2019,medical,0.3,7913,24
school_vax_view,Wyoming,2019-20,2019,non_medical,3.2,7913,256
school_vax_view,Wyoming,2020-21,2020,any,3.0,6923,205
school_vax_view,Wyoming,2020-21,2020,medical,,6923,
school_vax_view,Wyoming,2020-21,2020,non_medical,,6923,
school_vax_view,Wyoming,2021-22,2021,any,3.9,7382,289
school_vax_view,Wyoming,2021-22,2021,medical,0.2,7382,15
school_vax_view,Wyoming,2021-22,2021,non_medical,3.7,7382,274
school_vax_view,Wyoming,2022-23,2022,any,4.8,7060,339
school_vax_view,Wyoming,2022-23,2022,medical,0.2,7060,16
school_vax_view,Wyoming,2022-23,2022,non_medical,4.6,7060,323
school_vax_view,Wyoming,2023-24,2023,any,5.6,6754,378
school_vax_view,Wyoming,2023-24,2023,medical,0.2,6754,14
school_vax_view,Wyoming,2023-24,2023,non_medical,5.4,6754,364
school_vax_view,Wyoming,2024-25,2024,any,5.9,6564,386
school_vax_view,Wyoming,2024-25,2024,medical,0.2,6564,15
school_vax_view,Wyoming,2024-25,2024,non_medical,5.7,6564,371
