"","Vaccine.Exemption","Dose","Geography.Type","Geography","School.Year","Estimate....","Population.Size","Percent.Surveyed","Footnotes","Number.of.Exemptions","Survey.Type"
"2331","Varicella","1 Dose (or disease history)","States","Nevada","2019-20","NReq",37724,99.9,"",NA,"Census"
"2332","Varicella","1 Dose (or disease history)","States","New Hampshire","2019-20","NReq",12447,100,"≥.*",NA,"Census"
"2333","Varicella","1 Dose (or disease history)","States","New Jersey","2019-20","95.9",107900,100,"≥.*",NA,"Census"
"2334","Varicella","1 Dose (or disease history)","States","New Mexico","2019-20","NReq",23087,100,"*",NA,"Census"
"2335","Varicella","1 Dose (or disease history)","States","New York","2019-20","NReq",234165,99.9,"",NA,"Census"
"2336","Varicella","1 Dose (or disease history)","States","North Carolina","2019-20","NReq",124548,97.8,"‡.§",NA,"Census"
"2337","Varicella","1 Dose (or disease history)","States","North Dakota","2019-20","NReq",10587,99.5,"",NA,"Census"
"2338","Varicella","1 Dose (or disease history)","States","Ohio","2019-20","NReq",139103,98.8,"",NA,"Census"
"2339","Varicella","1 Dose (or disease history)","States","Oklahoma","2019-20","96.9",55348,85.6,"§",NA,"Voluntary response"
"2340","Varicella","1 Dose (or disease history)","States","Oregon","2019-20","94.6",45959,100,"*.‡",NA,"Census"
"2341","Varicella","1 Dose (or disease history)","States","Pennsylvania","2019-20","NReq",140197,98.8,"",NA,"Census"
"2342","Varicella","1 Dose (or disease history)","States","Rhode Island","2019-20","NReq",11219,98.5,"*.‡.§",NA,"Census"
"2343","Varicella","1 Dose (or disease history)","States","South Carolina","2019-20","NReq",65938,27.5,"†",NA,"Stratified 1-stage cluster sample"
"2344","Varicella","1 Dose (or disease history)","States","South Dakota","2019-20","NReq",12367,99.8,"",NA,"Census"
"2345","Varicella","1 Dose (or disease history)","States","Tennessee","2019-20","NReq",80595,100,"*.§",NA,"Census"
"2346","Varicella","1 Dose (or disease history)","States","Texas","2019-20","NReq",398680,99.6,"‡.§",NA,"Census"
"2347","Varicella","1 Dose (or disease history)","States","Utah","2019-20","NReq",49208,100,"*",NA,"Census"
"2348","Varicella","1 Dose (or disease history)","States","Vermont","2019-20","NReq",6293,100,"*",NA,"Census"
"2349","Varicella","1 Dose (or disease history)","States","Virginia","2019-20","NReq",99399,1.2,"†",NA,"Stratified 2-stage cluster sample"
"2350","Varicella","1 Dose (or disease history)","States","Washington","2019-20","NReq",87757,91.9,"§",NA,"Census"
"2351","Varicella","1 Dose (or disease history)","States","West Virginia","2019-20","NReq",17114,49.6,"¶",NA,"Voluntary response"
"2352","Varicella","1 Dose (or disease history)","States","Wisconsin","2019-20","NReq",67391,2.6,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"2353","Varicella","1 Dose (or disease history)","States","Wyoming","2019-20","NReq",7913,100,"*",NA,"Census"
"2354","Varicella","1 Dose (or disease history)","States","Alabama","2020-21","94.7",56974,100,">=.*",NA,"Census"
"2355","Varicella","1 Dose (or disease history)","States","Alaska","2020-21","NReq",9461,NA,"",NA,"Not Conducted"
"2356","Varicella","1 Dose (or disease history)","States","Arizona","2020-21","95.5",76382,92.4,"",NA,"Census (public). voluntary response (private)"
"2357","Varicella","1 Dose (or disease history)","States","Arkansas","2020-21","NReq",37540,95.6,"‡",NA,"Census (public). voluntary response (private)"
"2358","Varicella","1 Dose (or disease history)","States","California","2020-21","NReq",498214,97.5,"‡",NA,"Census"
"2359","Varicella","1 Dose (or disease history)","States","Colorado","2020-21","NReq",63619,97.3,"",NA,"Census"
"2360","Varicella","1 Dose (or disease history)","States","Connecticut","2020-21","NReq",34396,100,"*",NA,"Census"
"2361","Varicella","1 Dose (or disease history)","States","Delaware","2020-21","NReq",10587,9.2,"",NA,"Stratified 2-stage cluster sample"
"2362","Varicella","1 Dose (or disease history)","States","District of Columbia","2020-21","NReq",8262,100,"*",NA,"Census"
"2363","Varicella","1 Dose (or disease history)","States","Florida","2020-21","NReq",207026,100,">=.*",NA,"Census"
"2364","Varicella","1 Dose (or disease history)","States","Georgia","2020-21","NReq",83191,100,">=.*",NA,"Census"
"2365","Varicella","1 Dose (or disease history)","States","Hawaii","2020-21","NReq",13074,9.3,"",NA,"Stratified 2-stage cluster sample"
"2366","Varicella","1 Dose (or disease history)","States","Idaho","2020-21","NReq",22677,98.3,"",NA,"Census"
"2367","Varicella","1 Dose (or disease history)","States","Illinois","2020-21","NReq",NA,NA,"",NA,"Not Conducted"
"2368","Varicella","1 Dose (or disease history)","States","Indiana","2020-21","NReq",78694,71.4,"§",NA,"Voluntary response"
"2369","Varicella","1 Dose (or disease history)","States","Iowa","2020-21","NReq",39141,100,">=.*",NA,"Census"
"2370","Varicella","1 Dose (or disease history)","States","Kansas","2020-21","NReq",34687,32.7,"†.‡.§",NA,"Stratified 2-stage cluster sample"
"2371","Varicella","1 Dose (or disease history)","States","Kentucky","2020-21","NReq",59233,86.4,"‡.§",NA,"Census (public). voluntary response (private)"
"2372","Varicella","1 Dose (or disease history)","States","Louisiana","2020-21","NReq",61912,100,"*",NA,"Census"
"2373","Varicella","1 Dose (or disease history)","States","Maine","2020-21","97.0",13477,85,"",NA,"Voluntary response (public). census (private)"
"2374","Varicella","1 Dose (or disease history)","States","Maryland","2020-21","NReq",65764,75.6,"‡",NA,"Voluntary response"
"2375","Varicella","1 Dose (or disease history)","States","Massachusetts","2020-21","NReq",60724,100,"*.‡",NA,"Census"
"2376","Varicella","1 Dose (or disease history)","States","Michigan","2020-21","NReq",106657,100,"*",NA,"Census"
"2377","Varicella","1 Dose (or disease history)","States","Minnesota","2020-21","NReq",66007,95.2,"",NA,"Census"
"2378","Varicella","1 Dose (or disease history)","States","Mississippi","2020-21","NReq",34028,100,">=.*",NA,"Census"
"2379","Varicella","1 Dose (or disease history)","States","Missouri","2020-21","NReq",63093,100,"*",NA,"Census"
"2380","Varicella","1 Dose (or disease history)","States","Montana","2020-21","NReq",11279,100,"*",NA,"Census"
"2381","Varicella","1 Dose (or disease history)","States","Nebraska","2020-21","NReq",25681,94.8,"‡",NA,"Census (public). voluntary response (private)"
"2382","Varicella","1 Dose (or disease history)","States","Nevada","2020-21","NReq",34171,94.7,"",NA,"Census (public). voluntary response (private)"
"2383","Varicella","1 Dose (or disease history)","States","New Hampshire","2020-21","NReq",10242,57,">=. §",NA,"Voluntary response"
"2384","Varicella","1 Dose (or disease history)","States","New Jersey","2020-21","94.3",100144,100,">=.*",NA,"Census"
"2385","Varicella","1 Dose (or disease history)","States","New Mexico","2020-21","NReq",20589,100,"*",NA,"Census"
"2386","Varicella","1 Dose (or disease history)","States","New York","2020-21","NReq",216804,91.5,"",NA,"Census (public). voluntary response (private)"
"2387","Varicella","1 Dose (or disease history)","States","NY-City of New York","2020-21","NReq",91920,94.2,"",NA,"Census (public). voluntary response (private)"
"2388","Varicella","1 Dose (or disease history)","States","North Carolina","2020-21","NReq",120995,89,"‡.§",NA,"Census (public). voluntary response (private)"
"2389","Varicella","1 Dose (or disease history)","States","North Dakota","2020-21","NReq",10116,99.1,"",NA,"Census"
"2390","Varicella","1 Dose (or disease history)","States","Ohio","2020-21","NReq",128535,91.1,"",NA,"Census (public). voluntary response (private)"
"2391","Varicella","1 Dose (or disease history)","States","Oklahoma","2020-21","96.1",52656,90,"‡.§",NA,"Census (public). voluntary response (private)"
"2392","Varicella","1 Dose (or disease history)","States","Oregon","2020-21","95.1",39568,100,"*.‡",NA,"Census"
"2393","Varicella","1 Dose (or disease history)","States","Pennsylvania","2020-21","NReq",129307,95,"",NA,"Census (public). voluntary response (private)"
"2394","Varicella","1 Dose (or disease history)","States","Rhode Island","2020-21","NReq",10402,93,"‡.§",NA,"Census"
"2395","Varicella","1 Dose (or disease history)","States","South Carolina","2020-21","NReq",56330,26.5,"†",NA,"Stratified 1-stage cluster sample"
"2396","Varicella","1 Dose (or disease history)","States","South Dakota","2020-21","NReq",11512,99.9,"",NA,"Census"
"2397","Varicella","1 Dose (or disease history)","States","Tennessee","2020-21","NReq",73819,100,"*.§",NA,"Census"
"2398","Varicella","1 Dose (or disease history)","States","Texas","2020-21","NReq",377840,98.9,"‡.§",NA,"Census"
"2399","Varicella","1 Dose (or disease history)","States","TX-City of Houston","2020-21","NReq",39627,94.9,"‡.§",NA,"Census (public). voluntary response (private)"
"2400","Varicella","1 Dose (or disease history)","States","Utah","2020-21","NReq",46247,100,"*",NA,"Census"
"2401","Varicella","1 Dose (or disease history)","States","Vermont","2020-21","NReq",5535,100,"*",NA,"Census"
"2402","Varicella","1 Dose (or disease history)","States","Virginia","2020-21","NReq",88273,2,"†",NA,"Stratified 2-stage cluster sample"
"2403","Varicella","1 Dose (or disease history)","States","Washington","2020-21","NReq",74931,100,"§",NA,"Census"
"2404","Varicella","1 Dose (or disease history)","States","West Virginia","2020-21","NR",NA,NA,"",NA,"Not Conducted"
"2405","Varicella","1 Dose (or disease history)","States","Wisconsin","2020-21","NReq",63486,84.5,">=.†.‡.§",NA,"Voluntary response"
"2406","Varicella","1 Dose (or disease history)","States","Wyoming","2020-21","NReq",6923,100,">=.*",NA,"Census"
"2407","Varicella","1 Dose (or disease history)","States","Alabama","2021-22","94.9",60332,100,">=. *",NA,"Census"
"2408","Varicella","1 Dose (or disease history)","States","Alaska","2021-22","NReq",9790,76.2,"¶",NA,"Vol. response (pub.), not conducted (pvt.)"
"2409","Varicella","1 Dose (or disease history)","States","Arizona","2021-22","94.6",83463,97,"",NA,"Census"
"2410","Varicella","1 Dose (or disease history)","States","Arkansas","2021-22","NReq",39358,96.3,"",NA,"Census (pub.), vol. response (pvt.)"
"2411","Varicella","1 Dose (or disease history)","National","U.S. Median","2014-15","95.2",NA,NA,"",NA,"NaN"
"2412","Varicella","1 Dose (or disease history)","National","United States","2015-16","96.0",NA,NA,"",NA,"NaN"
"2413","Varicella","1 Dose (or disease history)","National","U.S. Median","2015-16","96.1",NA,NA,"",NA,"NaN"
"2414","Varicella","1 Dose (or disease history)","National","United States","2016-17","97.5",NA,NA,"",NA,"NaN"
"2415","Varicella","1 Dose (or disease history)","National","U.S. Median","2016-17","96.5",NA,NA,"",NA,"NaN"
"2416","Varicella","1 Dose (or disease history)","National","United States","2017-18","97.1",NA,NA,"",NA,"NaN"
"2417","Varicella","1 Dose (or disease history)","National","U.S. Median","2017-18","96.2",NA,NA,"",NA,"NaN"
"2418","Varicella","1 Dose (or disease history)","National","United States","2018-19","96.4",NA,NA,"",NA,"NaN"
"2419","Varicella","1 Dose (or disease history)","National","U.S. Median","2018-19","95.3",NA,NA,"",NA,"NaN"
"2420","Varicella","1 Dose (or disease history)","National","United States","2019-20","94.1",NA,NA,"",NA,"NaN"
"2421","Varicella","1 Dose (or disease history)","National","U.S. Median","2019-20","95.3",NA,NA,"",NA,"NaN"
"2422","Varicella","1 Dose (or disease history)","National","United States","2020-21","94.8",352275,93.1,"",NA,""
"2423","Varicella","1 Dose (or disease history)","National","U.S. Median","2020-21","95.1",352275,93.1,"",NA,""
"2424","Varicella","1 Dose (or disease history)","States","California","2021-22","NReq",512144,98.4,"‡",NA,"Census"
"2425","Varicella","1 Dose (or disease history)","States","Colorado","2021-22","NReq",66900,97.5,"",NA,"Census"
"2426","Varicella","1 Dose (or disease history)","States","Connecticut","2021-22","NReq",35451,100,"*",NA,"Census"
"2427","Varicella","1 Dose (or disease history)","States","Delaware","2021-22","NReq",11181,9.5,"‡",NA,"Stratified 2-stage cluster sample"
"2428","Varicella","1 Dose (or disease history)","States","District of Columbia","2021-22","NReq",8959,100,"*",NA,"Census"
"2429","Varicella","1 Dose (or disease history)","States","Florida","2021-22","NReq",229432,97.8,">=. §",NA,"Census"
"2430","Varicella","1 Dose (or disease history)","States","Georgia","2021-22","NReq",118742,100,">=. *",NA,"Census"
"2431","Varicella","1 Dose (or disease history)","States","Hawaii","2021-22","NReq",13368,6.7,"",NA,"Stratified 2-stage cluster sample"
"2432","Varicella","1 Dose (or disease history)","States","Idaho","2021-22","NReq",23854,99.6,"",NA,"Census"
"2433","Varicella","1 Dose (or disease history)","States","Illinois","2021-22","NReq",137699,100,"*",NA,"Census"
"2434","Varicella","1 Dose (or disease history)","States","Indiana","2021-22","NReq",83198,75.1,"§",NA,"Vol. response"
"2435","Varicella","1 Dose (or disease history)","States","Iowa","2021-22","NReq",40111,100,">=. *",NA,"Census"
"2436","Varicella","1 Dose (or disease history)","States","Kansas","2021-22","NReq",36526,29.5,"†. ‡. §",NA,"Stratified 1-stage cluster sample"
"2437","Varicella","1 Dose (or disease history)","States","Kentucky","2021-22","NReq",59233,91.5,">=. ‡. §",NA,"Census"
"2438","Varicella","1 Dose (or disease history)","States","Louisiana","2021-22","NReq",66518,100,"*",NA,"Census"
"2439","Varicella","1 Dose (or disease history)","States","Maine","2021-22","NReq",12881,91.6,"",NA,"Census"
"2440","Varicella","1 Dose (or disease history)","States","Maryland","2021-22","NReq",53866,98.4,"‡",NA,"Census"
"2441","Varicella","1 Dose (or disease history)","States","Massachusetts","2021-22","NReq",65582,100,"*. ‡",NA,"Census"
"2442","Varicella","1 Dose (or disease history)","States","Michigan","2021-22","NReq",114251,100,"*",NA,"Census"
"2443","Varicella","1 Dose (or disease history)","States","Minnesota","2021-22","NReq",69403,98.7,"",NA,"Census"
"2444","Varicella","1 Dose (or disease history)","States","Mississippi","2021-22","NReq",36524,100,">=. *",NA,"Census"
"2445","Varicella","1 Dose (or disease history)","States","Missouri","2021-22","NReq",71034,100,"*",NA,"Census"
"2446","Varicella","1 Dose (or disease history)","States","Nebraska","2021-22","NReq",25018,99.5,"‡",NA,"Census"
"2447","Varicella","1 Dose (or disease history)","States","Nevada","2021-22","NReq",36855,99.2,"",NA,"Census (pub.), vol. response (pvt.)"
"2448","Varicella","1 Dose (or disease history)","States","New Hampshire","2021-22","NReq",12157,100,">=. §. *",NA,"Census"
"2449","Varicella","1 Dose (or disease history)","States","New Jersey","2021-22","94.1",104240,100,">=. §. *",NA,"Census"
"2450","Varicella","1 Dose (or disease history)","States","New Mexico","2021-22","NReq",20736,100,"*",NA,"Census"
"2451","Varicella","1 Dose (or disease history)","States","New York","2021-22","NReq",195377,99.3,"",NA,"Census"
"2452","Varicella","1 Dose (or disease history)","States","NY-City of New York","2021-22","NReq",82938,99.8,"",NA,"Census"
"2453","Varicella","1 Dose (or disease history)","States","North Carolina","2021-22","NReq",118191,78.5,"§. ‡",NA,"Vol. response"
"2454","Varicella","1 Dose (or disease history)","States","North Dakota","2021-22","NReq",10755,96.6,"",NA,"Census"
"2455","Varicella","1 Dose (or disease history)","States","Ohio","2021-22","NReq",139077,91.9,"",NA,"Census (pub.), vol. response (pvt.)"
"2456","Varicella","1 Dose (or disease history)","States","Oklahoma","2021-22","95.5",54042,84.3,"‡",NA,"Vol. response"
"2457","Varicella","1 Dose (or disease history)","States","Oregon","2021-22","94.7",41538,100,"*. ‡",NA,"Census"
"2458","Varicella","1 Dose (or disease history)","States","Pennsylvania","2021-22","NReq",139558,94.9,"",NA,"Census (pub.), vol. response (pvt.)"
"2459","Varicella","1 Dose (or disease history)","States","Rhode Island","2021-22","NReq",11002,96.9,"‡. §",NA,"Census"
"2460","Varicella","1 Dose (or disease history)","States","South Carolina","2021-22","NReq",58276,27.2,"†",NA,"1-stage cluster sample"
"2461","Varicella","1 Dose (or disease history)","States","South Dakota","2021-22","NReq",12251,100,"*",NA,"Census"
"2462","Varicella","1 Dose (or disease history)","States","Tennessee","2021-22","NReq",79120,100,"§. *",NA,"Census"
"2463","Varicella","1 Dose (or disease history)","States","Texas","2021-22","NReq",389037,99.3,"‡. §",NA,"Census"
"2464","Varicella","1 Dose (or disease history)","States","TX-City of Houston","2021-22","NReq",40123,99.3,"‡. §",NA,"Census"
"2465","Varicella","1 Dose (or disease history)","States","Utah","2021-22","NReq",48995,100,"*",NA,"Census"
"2466","Varicella","1 Dose (or disease history)","States","Vermont","2021-22","NReq",6126,100,"*",NA,"Census"
"2467","Varicella","1 Dose (or disease history)","States","Virginia","2021-22","NReq",95996,2.8,"†",NA,"Stratified 2-stage cluster sample"
"2468","Varicella","1 Dose (or disease history)","States","Washington","2021-22","NReq",87256,97.3,"§",NA,"Census (pub.), vol. response (pvt.)"
"2469","Varicella","1 Dose (or disease history)","States","West Virginia","2021-22","NReq",18070,85.5,"‡. §",NA,"Vol. response"
"2470","Varicella","1 Dose (or disease history)","States","Wisconsin","2021-22","NReq",64275,96.8,">=. ‡",NA,"Census (pub.), vol. response (pvt.)"
"2471","Varicella","1 Dose (or disease history)","States","Wyoming","2021-22","NReq",7382,100,"*",NA,"Census"
"2472","Varicella","2 Doses (or disease history)","States","Alabama","2009-10","NReq",75358,100,"*. **",NA,"Census"
"2473","Varicella","2 Doses (or disease history)","States","Alaska","2009-10",NA,9641,76.4,"",NA,"Voluntary response"
"2474","Varicella","2 Doses (or disease history)","States","Arizona","2009-10","NReq",89287,93.9,"",NA,"Census"
"2475","Varicella","2 Doses (or disease history)","States","Arkansas","2009-10","NReq",34733,100,"*",NA,"Census"
"2476","Varicella","2 Doses (or disease history)","States","California","2009-10","NReq",507191,100,"*",NA,"Census"
"2477","Varicella","2 Doses (or disease history)","States","Colorado","2009-10",NA,NA,NA,"",NA,"Not conducted"
"2478","Varicella","2 Doses (or disease history)","States","Connecticut","2009-10","NReq",46158,100,"*",NA,"Census"
"2479","Varicella","2 Doses (or disease history)","States","Delaware","2009-10","89.0",11327,9.2,"",NA,"Random sample"
"2480","Varicella","2 Doses (or disease history)","States","District of Columbia","2009-10",NA,6092,100,"*",NA,"Census"
"2481","Varicella","2 Doses (or disease history)","States","Florida","2009-10","91.3",218630,100,"≥. * .§",NA,"Census"
"2482","Varicella","2 Doses (or disease history)","States","Georgia","2009-10","99.6",141949,1.2,"",NA,"Random sample"
"2483","Varicella","2 Doses (or disease history)","States","Hawaii","2009-10","NReq",18427,6.4,"",NA,"Random sample"
"2484","Varicella","2 Doses (or disease history)","States","Idaho","2009-10","NReq",22624,100,"*",NA,"Census"
"2485","Varicella","2 Doses (or disease history)","States","Illinois","2009-10","NReq",165845,100,"",NA,"Census"
"2486","Varicella","2 Doses (or disease history)","States","Indiana","2009-10","NReq",84390,94.7,"",NA,"Census"
"2487","Varicella","2 Doses (or disease history)","States","Iowa","2009-10","84.5",42698,100,"≥",NA,"Census"
"2488","Varicella","2 Doses (or disease history)","States","Kansas","2009-10","85.3",39073,39.1,"†",NA,"Stratified 1-stage sample  (Public);  Census (Private)"
"2489","Varicella","2 Doses (or disease history)","States","Kentucky","2009-10","NReq",56526,92.9,"",NA,"Census"
"2490","Varicella","2 Doses (or disease history)","States","Louisiana","2009-10","93.7",53846,100,"*",NA,"Census"
"2491","Varicella","2 Doses (or disease history)","States","Maine","2009-10","NReq",14162,75.3,"",NA,"Voluntary response"
"2492","Varicella","2 Doses (or disease history)","States","Maryland","2009-10","NReq",75061,75,"",NA,"Voluntary response"
"2493","Varicella","2 Doses (or disease history)","States","Massachusetts","2009-10","NReq",74476,100,"*",NA,"Census"
"2494","Varicella","2 Doses (or disease history)","States","Michigan","2009-10","NReq",129810,100,"*",NA,"Census"
"2495","Varicella","2 Doses (or disease history)","States","Minnesota","2009-10","94.0",70653,100,"*",NA,"Census"
"2496","Varicella","2 Doses (or disease history)","States","Mississippi","2009-10","99.7",46922,100,"≥. *",NA,"Census"
"2497","Varicella","2 Doses (or disease history)","States","Missouri","2009-10","NReq",75958,3,"",NA,"Random sample"
"2498","Varicella","2 Doses (or disease history)","States","Montana","2009-10","NReq",12335,98.8,"",NA,"Census"
"2499","Varicella","2 Doses (or disease history)","States","Nebraska","2009-10","NReq",29607,96.4,"",NA,"Census"
"2500","Varicella","2 Doses (or disease history)","States","Nevada","2009-10","NReq",35209,5.6,"",NA,"Random sample"
"2501","Varicella","2 Doses (or disease history)","States","New Hampshire","2009-10",NA,NA,NA,"",NA,"Not conducted"
"2502","Varicella","2 Doses (or disease history)","States","New Jersey","2009-10","NReq",118347,95.1,"",NA,"Census"
"2503","Varicella","2 Doses (or disease history)","States","New Mexico","2009-10","94.9",26318,2.2,"",NA,"Random sample"
"2504","Varicella","2 Doses (or disease history)","States","New York","2009-10","NReq",229273,100,"*",NA,"Census"
"2505","Varicella","2 Doses (or disease history)","States","North Carolina","2009-10","NReq",116087,96,"",NA,"Census"
"2506","Varicella","2 Doses (or disease history)","States","North Dakota","2009-10","89.6",8323,6,"¶",NA,"Random sample"
"2507","Varicella","2 Doses (or disease history)","States","Ohio","2009-10","NReq",131137,100,"*",NA,"Census"
"2508","Varicella","2 Doses (or disease history)","States","Oklahoma","2009-10","NReq",51128,88.9,"",NA,"Voluntary response"
"2509","Varicella","2 Doses (or disease history)","States","Oregon","2009-10","NReq",44676,100,"*",NA,"Census"
"2510","Varicella","2 Doses (or disease history)","States","Pennsylvania","2009-10","NReq",149656,100,"*",NA,"Census"
"2511","Varicella","2 Doses (or disease history)","States","Rhode Island","2009-10","86.9",11818,11.6,"",NA,"Random sample"
"2512","Varicella","2 Doses (or disease history)","States","South Carolina","2009-10","NReq",53725,10.2,"",NA,"Random sample"
"2513","Varicella","2 Doses (or disease history)","States","South Dakota","2009-10","97.7",11499,100,"*",NA,"Census"
"2514","Varicella","2 Doses (or disease history)","States","Tennessee","2009-10","NReq",90811,88.1,"",NA,"Voluntary response"
"2515","Varicella","2 Doses (or disease history)","States","Texas","2009-10","96.8",381425,98.3,"",NA,"Census"
"2516","Varicella","2 Doses (or disease history)","States","Utah","2009-10","NReq",49957,100,"*",NA,"Census"
"2517","Varicella","2 Doses (or disease history)","States","Vermont","2009-10","88.2",6713,100,"*",NA,"Census"
"2518","Varicella","2 Doses (or disease history)","States","Virginia","2009-10","NReq",100891,4.4,"",NA,"Random sample"
"2519","Varicella","2 Doses (or disease history)","States","Washington","2009-10","88.6",81511,93.3,"",NA,"Census"
"2520","Varicella","2 Doses (or disease history)","States","West Virginia","2009-10","88.4",22730,86.7,"",NA,"Voluntary response"
"2521","Varicella","2 Doses (or disease history)","States","Wisconsin","2009-10","90.3",61095,2.3,"¶",NA,"Random sample"
"2522","Varicella","2 Doses (or disease history)","States","Wyoming","2009-10",NA,NA,NA,"",NA,"Not conducted"
"2523","Varicella","2 Doses (or disease history)","States","Alabama","2010-11",NA,NA,NA,"",NA,NA
"2524","Varicella","2 Doses (or disease history)","States","Alaska","2010-11",NA,NA,NA,"",NA,NA
"2525","Varicella","2 Doses (or disease history)","States","Arizona","2010-11",NA,NA,NA,"",NA,NA
"2526","Varicella","2 Doses (or disease history)","States","Arkansas","2010-11",NA,NA,NA,"",NA,NA
"2527","Varicella","2 Doses (or disease history)","States","California","2010-11",NA,NA,NA,"",NA,NA
"2528","Varicella","2 Doses (or disease history)","States","Colorado","2010-11",NA,NA,NA,"",NA,NA
"2529","Varicella","2 Doses (or disease history)","States","Connecticut","2010-11",NA,NA,NA,"",NA,NA
"2530","Varicella","2 Doses (or disease history)","States","Delaware","2010-11",NA,NA,NA,"",NA,NA
"2531","Varicella","2 Doses (or disease history)","States","District of Columbia","2010-11",NA,NA,NA,"",NA,NA
"2532","Varicella","2 Doses (or disease history)","States","Florida","2010-11",NA,NA,NA,"",NA,NA
"2533","Varicella","2 Doses (or disease history)","States","Georgia","2010-11",NA,NA,NA,"",NA,NA
"2534","Varicella","2 Doses (or disease history)","States","Hawaii","2010-11",NA,NA,NA,"",NA,NA
"2535","Varicella","2 Doses (or disease history)","States","Idaho","2010-11",NA,NA,NA,"",NA,NA
"2536","Varicella","2 Doses (or disease history)","States","Illinois","2010-11",NA,NA,NA,"",NA,NA
"2537","Varicella","2 Doses (or disease history)","States","Indiana","2010-11",NA,NA,NA,"",NA,NA
"2538","Varicella","2 Doses (or disease history)","States","Iowa","2010-11",NA,NA,NA,"",NA,NA
"2539","Varicella","2 Doses (or disease history)","States","Kansas","2010-11",NA,NA,NA,"",NA,NA
"2540","Varicella","2 Doses (or disease history)","States","Kentucky","2010-11",NA,NA,NA,"",NA,NA
"2541","Varicella","2 Doses (or disease history)","States","Louisiana","2010-11",NA,NA,NA,"",NA,NA
"2542","Varicella","2 Doses (or disease history)","States","Maine","2010-11",NA,NA,NA,"",NA,NA
"2543","Varicella","2 Doses (or disease history)","States","Maryland","2010-11",NA,NA,NA,"",NA,NA
"2544","Varicella","2 Doses (or disease history)","States","Massachusetts","2010-11",NA,NA,NA,"",NA,NA
"2545","Varicella","2 Doses (or disease history)","States","Michigan","2010-11",NA,NA,NA,"",NA,NA
"2546","Varicella","2 Doses (or disease history)","States","Minnesota","2010-11",NA,NA,NA,"",NA,NA
"2547","Varicella","2 Doses (or disease history)","States","Mississippi","2010-11",NA,NA,NA,"",NA,NA
"2548","Varicella","2 Doses (or disease history)","States","Missouri","2010-11",NA,NA,NA,"",NA,NA
"2549","Varicella","2 Doses (or disease history)","States","Montana","2010-11",NA,NA,NA,"",NA,NA
"2550","Varicella","2 Doses (or disease history)","States","Nebraska","2010-11",NA,NA,NA,"",NA,NA
"2551","Varicella","2 Doses (or disease history)","States","Nevada","2010-11",NA,NA,NA,"",NA,NA
"2552","Varicella","2 Doses (or disease history)","States","New Hampshire","2010-11",NA,NA,NA,"",NA,NA
"2553","Varicella","2 Doses (or disease history)","States","New Jersey","2010-11",NA,NA,NA,"",NA,NA
"2554","Varicella","2 Doses (or disease history)","States","New Mexico","2010-11",NA,NA,NA,"",NA,NA
"2555","Varicella","2 Doses (or disease history)","States","New York","2010-11",NA,NA,NA,"",NA,NA
"2556","Varicella","2 Doses (or disease history)","States","North Carolina","2010-11",NA,NA,NA,"",NA,NA
"2557","Varicella","2 Doses (or disease history)","States","North Dakota","2010-11",NA,NA,NA,"",NA,NA
"2558","Varicella","2 Doses (or disease history)","States","Ohio","2010-11",NA,NA,NA,"",NA,NA
"2559","Varicella","2 Doses (or disease history)","States","Oklahoma","2010-11",NA,NA,NA,"",NA,NA
"2560","Varicella","2 Doses (or disease history)","States","Oregon","2010-11",NA,NA,NA,"",NA,NA
"2561","Varicella","2 Doses (or disease history)","States","Pennsylvania","2010-11",NA,NA,NA,"",NA,NA
"2562","Varicella","2 Doses (or disease history)","States","Rhode Island","2010-11",NA,NA,NA,"",NA,NA
"2563","Varicella","2 Doses (or disease history)","States","South Carolina","2010-11",NA,NA,NA,"",NA,NA
"2564","Varicella","2 Doses (or disease history)","States","South Dakota","2010-11",NA,NA,NA,"",NA,NA
"2565","Varicella","2 Doses (or disease history)","States","Tennessee","2010-11",NA,NA,NA,"",NA,NA
"2566","Varicella","2 Doses (or disease history)","States","Texas","2010-11",NA,NA,NA,"",NA,NA
"2567","Varicella","2 Doses (or disease history)","States","Utah","2010-11",NA,NA,NA,"",NA,NA
"2568","Varicella","2 Doses (or disease history)","States","Vermont","2010-11",NA,NA,NA,"",NA,NA
"2569","Varicella","2 Doses (or disease history)","States","Virginia","2010-11",NA,NA,NA,"",NA,NA
"2570","Varicella","2 Doses (or disease history)","States","Washington","2010-11",NA,NA,NA,"",NA,NA
"2571","Varicella","2 Doses (or disease history)","States","West Virginia","2010-11",NA,NA,NA,"",NA,NA
"2572","Varicella","2 Doses (or disease history)","States","Wisconsin","2010-11",NA,NA,NA,"",NA,NA
"2573","Varicella","2 Doses (or disease history)","States","Wyoming","2010-11",NA,NA,NA,"",NA,NA
"2574","Varicella","2 Doses (or disease history)","States","Alabama","2011-12","NReq",73190,100,"* .**",NA,"Census"
"2575","Varicella","2 Doses (or disease history)","States","Alaska","2011-12",NA,10286,7.3,"",NA,"Non-random Cluster Sample"
"2576","Varicella","2 Doses (or disease history)","States","Arizona","2011-12","NReq",88293,96.9,"",NA,"Census"
"2577","Varicella","2 Doses (or disease history)","States","Arkansas","2011-12","95.4",38754,92.2,"",NA,"Census"
